sale_id,date,time,temperature,weather,total
7692,2023-06-28,13:46,26.2,曇り,850
7693,2023-06-28,13:39,26.2,曇り,1050
7694,2023-06-28,18:59,26.2,曇り,1350
7695,2023-06-28,19:45,26.2,曇り,1600
7696,2023-06-28,13:35,26.2,曇り,750
7697,2023-06-28,11:09,26.2,曇り,1000
7698,2023-06-28,19:47,26.2,曇り,950
7699,2023-06-28,11:00,26.2,曇り,1300
7700,2023-06-28,12:08,26.2,曇り,1200
7701,2023-06-28,13:31,26.2,曇り,1850
7702,2023-06-28,12:58,26.2,曇り,1250
7703,2023-06-28,20:49,26.2,曇り,1450
7704,2023-06-28,17:42,26.2,曇り,1550
7705,2023-06-28,18:06,26.2,曇り,900
7706,2023-06-28,11:35,26.2,曇り,900
7707,2023-06-28,21:26,26.2,曇り,800
7708,2023-06-28,11:36,26.2,曇り,1500
7709,2023-06-28,17:03,26.2,曇り,900
7710,2023-06-28,13:09,26.2,曇り,950
7711,2023-06-28,11:30,26.2,曇り,950
7712,2023-06-28,11:57,26.2,曇り,850
7713,2023-06-28,19:17,26.2,曇り,1400
7714,2023-06-29,19:42,23.1,曇り,1250
7715,2023-06-29,20:13,23.1,曇り,950
7716,2023-06-29,11:24,23.1,曇り,1400
7717,2023-06-29,13:12,23.1,曇り,1550
7718,2023-06-29,11:30,23.1,曇り,2000
7719,2023-06-29,11:27,23.1,曇り,1850
7720,2023-06-29,21:12,23.1,曇り,1600
7721,2023-06-29,11:21,23.1,曇り,1600
7722,2023-06-29,21:36,23.1,曇り,1000
7723,2023-06-29,12:41,23.1,曇り,1000
7724,2023-06-29,11:13,23.1,曇り,800
7725,2023-06-29,11:32,23.1,曇り,1200
7726,2023-06-29,20:08,23.1,曇り,1000
7727,2023-06-29,21:17,23.1,曇り,1000
7728,2023-06-29,20:59,23.1,曇り,1550
7729,2023-06-29,20:47,23.1,曇り,1600
7730,2023-06-29,17:40,23.1,曇り,1150
7731,2023-06-29,21:56,23.1,曇り,2100
7732,2023-06-29,20:20,23.1,曇り,800
7733,2023-06-29,19:27,23.1,曇り,1350
7734,2023-06-29,21:59,23.1,曇り,1450
7735,2023-06-29,20:40,23.1,曇り,1100
7736,2023-06-29,11:54,23.1,曇り,1050
7737,2023-06-29,11:06,23.1,曇り,1100
7738,2023-06-29,19:12,23.1,曇り,1600
7739,2023-06-29,13:10,23.1,曇り,850
7740,2023-06-29,11:20,23.1,曇り,1450
7741,2023-06-29,13:02,23.1,曇り,1500
7742,2023-06-29,12:23,23.1,曇り,1000
7743,2023-06-29,19:05,23.1,曇り,1450
7744,2023-06-29,11:40,23.1,曇り,850
7745,2023-06-29,12:46,23.1,曇り,1000
7746,2023-06-29,13:37,23.1,曇り,1250
7747,2023-06-29,18:39,23.1,曇り,1400
7748,2023-06-29,20:00,23.1,曇り,950
7749,2023-06-29,12:14,23.1,曇り,950
7750,2023-06-29,21:53,23.1,曇り,1200
7751,2023-06-29,12:58,23.1,曇り,1500
7752,2023-06-30,11:03,21.8,晴れ,1150
7753,2023-06-30,13:19,21.8,晴れ,1350
7754,2023-06-30,11:54,21.8,晴れ,1250
7755,2023-06-30,18:03,21.8,晴れ,1250
7756,2023-06-30,12:57,21.8,晴れ,1900
7757,2023-06-30,21:06,21.8,晴れ,1300
7758,2023-06-30,21:54,21.8,晴れ,1200
7759,2023-06-30,12:18,21.8,晴れ,1100
7760,2023-06-30,13:45,21.8,晴れ,1950
7761,2023-06-30,18:30,21.8,晴れ,2000
7762,2023-06-30,11:24,21.8,晴れ,1350
7763,2023-06-30,18:15,21.8,晴れ,1700
7764,2023-06-30,17:52,21.8,晴れ,950
7765,2023-06-30,13:11,21.8,晴れ,1150
7766,2023-06-30,13:16,21.8,晴れ,1150
7767,2023-06-30,17:46,21.8,晴れ,1650
7768,2023-06-30,20:06,21.8,晴れ,1400
7769,2023-06-30,11:10,21.8,晴れ,1550
7770,2023-06-30,12:07,21.8,晴れ,1250
7771,2023-06-30,12:58,21.8,晴れ,1550
7772,2023-06-30,12:08,21.8,晴れ,750
7773,2023-06-30,11:32,21.8,晴れ,1100
7774,2023-06-30,12:22,21.8,晴れ,750
7775,2023-06-30,12:55,21.8,晴れ,1000
7776,2023-06-30,12:54,21.8,晴れ,1400
7777,2023-06-30,11:31,21.8,晴れ,1400
7778,2023-06-30,11:49,21.8,晴れ,1600
7779,2023-06-30,12:44,21.8,晴れ,950
7780,2023-06-30,11:25,21.8,晴れ,1350
7781,2023-06-30,12:02,21.8,晴れ,1100
7782,2023-06-30,21:13,21.8,晴れ,1000
7783,2023-06-30,13:59,21.8,晴れ,1250
7784,2023-06-30,18:51,21.8,晴れ,1150
7785,2023-06-30,11:33,21.8,晴れ,850
7786,2023-06-30,17:05,21.8,晴れ,1700
7787,2023-06-30,17:44,21.8,晴れ,800
7788,2023-06-30,17:19,21.8,晴れ,1750
7789,2023-06-30,20:46,21.8,晴れ,900
7790,2023-06-30,12:25,21.8,晴れ,1400
7791,2023-06-30,18:02,21.8,晴れ,800
7792,2023-06-30,13:13,21.8,晴れ,1200
7793,2023-06-30,19:55,21.8,晴れ,1350
7794,2023-06-30,17:47,21.8,晴れ,1150
7795,2023-06-30,12:47,21.8,晴れ,1150
7796,2023-06-30,12:33,21.8,晴れ,1200
7797,2023-06-30,20:48,21.8,晴れ,1200
7798,2023-06-30,20:54,21.8,晴れ,800
7799,2023-06-30,17:34,21.8,晴れ,900
7800,2023-07-01,20:14,29.6,曇り,800
7801,2023-07-01,12:24,29.6,曇り,1850
7802,2023-07-01,20:23,29.6,曇り,1250
7803,2023-07-01,13:14,29.6,曇り,1200
7804,2023-07-01,18:00,29.6,曇り,900
7805,2023-07-01,21:46,29.6,曇り,1100
7806,2023-07-01,20:27,29.6,曇り,1250
7807,2023-07-01,11:57,29.6,曇り,1350
7808,2023-07-01,11:30,29.6,曇り,1550
7809,2023-07-01,12:52,29.6,曇り,1300
7810,2023-07-01,18:12,29.6,曇り,1150
7811,2023-07-01,13:04,29.6,曇り,1300
7812,2023-07-01,19:10,29.6,曇り,1200
7813,2023-07-01,20:01,29.6,曇り,1500
7814,2023-07-01,20:44,29.6,曇り,950
7815,2023-07-01,19:57,29.6,曇り,1150
7816,2023-07-01,11:31,29.6,曇り,1650
7817,2023-07-01,21:30,29.6,曇り,1900
7818,2023-07-01,18:44,29.6,曇り,1900
7819,2023-07-01,11:01,29.6,曇り,1050
7820,2023-07-01,20:11,29.6,曇り,1550
7821,2023-07-01,17:36,29.6,曇り,1250
7822,2023-07-01,12:44,29.6,曇り,1600
7823,2023-07-01,13:20,29.6,曇り,1000
7824,2023-07-01,13:51,29.6,曇り,1900
7825,2023-07-01,13:12,29.6,曇り,2000
7826,2023-07-01,21:39,29.6,曇り,1100
7827,2023-07-01,13:36,29.6,曇り,1350
7828,2023-07-01,11:31,29.6,曇り,1150
7829,2023-07-01,17:56,29.6,曇り,900
7830,2023-07-01,11:12,29.6,曇り,1000
7831,2023-07-01,11:21,29.6,曇り,1150
7832,2023-07-01,21:44,29.6,曇り,1000
7833,2023-07-01,21:28,29.6,曇り,1050
7834,2023-07-01,18:14,29.6,曇り,1700
7835,2023-07-01,13:58,29.6,曇り,800
7836,2023-07-01,12:07,29.6,曇り,800
7837,2023-07-01,17:02,29.6,曇り,1100
7838,2023-07-01,11:16,29.6,曇り,1250
7839,2023-07-01,17:57,29.6,曇り,1700
7840,2023-07-01,11:44,29.6,曇り,1550
7841,2023-07-01,11:55,29.6,曇り,1550
7842,2023-07-01,12:51,29.6,曇り,900
7843,2023-07-01,18:45,29.6,曇り,1300
7844,2023-07-01,12:09,29.6,曇り,1350
7845,2023-07-01,11:49,29.6,曇り,1250
7846,2023-07-01,17:51,29.6,曇り,950
7847,2023-07-01,18:08,29.6,曇り,1600
7848,2023-07-01,12:01,29.6,曇り,950
7849,2023-07-01,20:01,29.6,曇り,1550
7850,2023-07-01,12:21,29.6,曇り,1200
7851,2023-07-01,18:34,29.6,曇り,1250
7852,2023-07-01,11:41,29.6,曇り,1950
7853,2023-07-01,19:46,29.6,曇り,950
7854,2023-07-01,12:38,29.6,曇り,1000
7855,2023-07-01,13:52,29.6,曇り,1000
7856,2023-07-01,12:30,29.6,曇り,750
7857,2023-07-01,11:07,29.6,曇り,1000
7858,2023-07-01,11:17,29.6,曇り,1000
7859,2023-07-01,19:28,29.6,曇り,1100
7860,2023-07-01,13:20,29.6,曇り,1100
7861,2023-07-01,17:24,29.6,曇り,1150
7862,2023-07-01,13:37,29.6,曇り,1000
7863,2023-07-01,12:54,29.6,曇り,1250
7864,2023-07-01,19:38,29.6,曇り,1200
7865,2023-07-01,13:01,29.6,曇り,1100
7866,2023-07-01,13:57,29.6,曇り,1350
7867,2023-07-02,11:24,28.7,晴れ,1550
7868,2023-07-02,12:06,28.7,晴れ,1150
7869,2023-07-02,18:23,28.7,晴れ,1550
7870,2023-07-02,12:49,28.7,晴れ,1300
7871,2023-07-02,11:42,28.7,晴れ,1750
7872,2023-07-02,17:09,28.7,晴れ,950
7873,2023-07-02,13:05,28.7,晴れ,1200
7874,2023-07-02,20:14,28.7,晴れ,950
7875,2023-07-02,20:00,28.7,晴れ,1750
7876,2023-07-02,13:50,28.7,晴れ,1400
7877,2023-07-02,12:27,28.7,晴れ,1150
7878,2023-07-02,12:52,28.7,晴れ,1950
7879,2023-07-02,12:34,28.7,晴れ,1750
7880,2023-07-02,21:49,28.7,晴れ,1400
7881,2023-07-02,13:06,28.7,晴れ,1300
7882,2023-07-02,21:00,28.7,晴れ,1600
7883,2023-07-02,11:50,28.7,晴れ,1450
7884,2023-07-02,13:49,28.7,晴れ,1350
7885,2023-07-02,21:51,28.7,晴れ,1200
7886,2023-07-02,21:27,28.7,晴れ,850
7887,2023-07-02,11:15,28.7,晴れ,1250
7888,2023-07-02,18:14,28.7,晴れ,1400
7889,2023-07-02,19:25,28.7,晴れ,1150
7890,2023-07-02,12:01,28.7,晴れ,950
7891,2023-07-02,11:58,28.7,晴れ,1250
7892,2023-07-02,21:43,28.7,晴れ,1300
7893,2023-07-02,18:05,28.7,晴れ,1250
7894,2023-07-02,11:17,28.7,晴れ,1250
7895,2023-07-02,12:03,28.7,晴れ,1750
7896,2023-07-02,12:57,28.7,晴れ,1250
7897,2023-07-02,11:39,28.7,晴れ,1350
7898,2023-07-02,21:50,28.7,晴れ,1250
7899,2023-07-02,13:11,28.7,晴れ,1700
7900,2023-07-02,20:49,28.7,晴れ,1200
7901,2023-07-02,13:37,28.7,晴れ,850
7902,2023-07-02,19:42,28.7,晴れ,1250
7903,2023-07-02,18:54,28.7,晴れ,1250
7904,2023-07-02,20:53,28.7,晴れ,1350
7905,2023-07-02,11:24,28.7,晴れ,1400
7906,2023-07-02,21:47,28.7,晴れ,1600
7907,2023-07-02,11:32,28.7,晴れ,800
7908,2023-07-02,12:00,28.7,晴れ,1750
7909,2023-07-02,18:42,28.7,晴れ,1400
7910,2023-07-02,21:04,28.7,晴れ,1100
7911,2023-07-02,18:20,28.7,晴れ,1500
7912,2023-07-02,13:51,28.7,晴れ,1100
7913,2023-07-02,18:18,28.7,晴れ,1550
7914,2023-07-02,17:46,28.7,晴れ,900
7915,2023-07-02,13:20,28.7,晴れ,1500
7916,2023-07-02,18:10,28.7,晴れ,1150
7917,2023-07-02,13:47,28.7,晴れ,1150
7918,2023-07-02,18:33,28.7,晴れ,1050
7919,2023-07-02,21:42,28.7,晴れ,950
7920,2023-07-02,19:16,28.7,晴れ,750
7921,2023-07-02,17:20,28.7,晴れ,1350
7922,2023-07-02,19:18,28.7,晴れ,1350
7923,2023-07-02,11:27,28.7,晴れ,800
7924,2023-07-02,20:46,28.7,晴れ,1300
7925,2023-07-02,12:58,28.7,晴れ,1400
7926,2023-07-02,12:26,28.7,晴れ,900
7927,2023-07-03,13:24,30.4,曇り,1150
7928,2023-07-03,13:46,30.4,曇り,1050
7929,2023-07-03,12:12,30.4,曇り,1200
7930,2023-07-03,19:25,30.4,曇り,950
7931,2023-07-03,20:20,30.4,曇り,950
7932,2023-07-03,20:35,30.4,曇り,850
7933,2023-07-03,12:56,30.4,曇り,1500
7934,2023-07-03,20:12,30.4,曇り,1000
7935,2023-07-03,21:30,30.4,曇り,1350
7936,2023-07-03,13:14,30.4,曇り,1100
7937,2023-07-03,20:45,30.4,曇り,1000
7938,2023-07-03,20:25,30.4,曇り,1250
7939,2023-07-03,12:06,30.4,曇り,1200
7940,2023-07-03,13:27,30.4,曇り,800
7941,2023-07-03,13:53,30.4,曇り,1950
7942,2023-07-03,12:03,30.4,曇り,1600
7943,2023-07-03,18:27,30.4,曇り,1300
7944,2023-07-03,13:44,30.4,曇り,2000
7945,2023-07-03,13:26,30.4,曇り,1200
7946,2023-07-03,17:02,30.4,曇り,1150
7947,2023-07-03,12:27,30.4,曇り,1300
7948,2023-07-03,13:52,30.4,曇り,1000
7949,2023-07-03,12:18,30.4,曇り,1150
7950,2023-07-03,11:00,30.4,曇り,1000
7951,2023-07-03,11:03,30.4,曇り,1200
7952,2023-07-03,21:55,30.4,曇り,1550
7953,2023-07-03,17:49,30.4,曇り,1050
7954,2023-07-03,19:41,30.4,曇り,1200
7955,2023-07-03,18:58,30.4,曇り,1100
7956,2023-07-03,20:54,30.4,曇り,1750
7957,2023-07-03,17:42,30.4,曇り,1300
7958,2023-07-03,20:06,30.4,曇り,1950
7959,2023-07-03,21:38,30.4,曇り,1000
7960,2023-07-03,12:22,30.4,曇り,1550
7961,2023-07-03,18:48,30.4,曇り,1100
7962,2023-07-03,17:08,30.4,曇り,1250
7963,2023-07-03,20:53,30.4,曇り,1350
7964,2023-07-03,11:44,30.4,曇り,1200
7965,2023-07-03,19:00,30.4,曇り,800
7966,2023-07-03,12:51,30.4,曇り,900
7967,2023-07-03,17:53,30.4,曇り,1950
7968,2023-07-03,17:07,30.4,曇り,2000
7969,2023-07-03,13:45,30.4,曇り,900
7970,2023-07-03,19:42,30.4,曇り,800
7971,2023-07-03,13:03,30.4,曇り,1250
7972,2023-07-03,18:38,30.4,曇り,1400
7973,2023-07-04,13:23,30.0,晴れ,2000
7974,2023-07-04,12:22,30.0,晴れ,1700
7975,2023-07-04,17:44,30.0,晴れ,1150
7976,2023-07-04,21:22,30.0,晴れ,950
7977,2023-07-04,11:44,30.0,晴れ,1650
7978,2023-07-04,21:40,30.0,晴れ,1350
7979,2023-07-04,19:52,30.0,晴れ,1400
7980,2023-07-04,21:07,30.0,晴れ,1150
7981,2023-07-04,12:24,30.0,晴れ,1600
7982,2023-07-04,12:07,30.0,晴れ,1050
7983,2023-07-04,11:33,30.0,晴れ,1750
7984,2023-07-04,19:29,30.0,晴れ,900
7985,2023-07-04,19:30,30.0,晴れ,1200
7986,2023-07-04,18:38,30.0,晴れ,800
7987,2023-07-04,21:34,30.0,晴れ,900
7988,2023-07-04,11:41,30.0,晴れ,1300
7989,2023-07-04,11:24,30.0,晴れ,1900
7990,2023-07-04,11:26,30.0,晴れ,1700
7991,2023-07-04,13:05,30.0,晴れ,850
7992,2023-07-04,12:53,30.0,晴れ,950
7993,2023-07-04,21:38,30.0,晴れ,1500
7994,2023-07-04,13:34,30.0,晴れ,1050
7995,2023-07-04,13:02,30.0,晴れ,1150
7996,2023-07-04,11:47,30.0,晴れ,1000
7997,2023-07-04,21:27,30.0,晴れ,1250
7998,2023-07-04,20:33,30.0,晴れ,1150
7999,2023-07-04,17:12,30.0,晴れ,1300
8000,2023-07-04,19:16,30.0,晴れ,1250
8001,2023-07-04,12:10,30.0,晴れ,1850
8002,2023-07-04,19:50,30.0,晴れ,1100
8003,2023-07-04,17:28,30.0,晴れ,800
8004,2023-07-04,12:15,30.0,晴れ,1050
8005,2023-07-04,19:43,30.0,晴れ,1000
8006,2023-07-04,19:16,30.0,晴れ,900
8007,2023-07-04,21:07,30.0,晴れ,1000
8008,2023-07-04,13:05,30.0,晴れ,1050
8009,2023-07-04,13:33,30.0,晴れ,750
8010,2023-07-04,13:49,30.0,晴れ,1250
8011,2023-07-04,19:43,30.0,晴れ,1450
8012,2023-07-04,19:21,30.0,晴れ,1050
8013,2023-07-04,11:24,30.0,晴れ,1300
8014,2023-07-04,19:10,30.0,晴れ,1250
8015,2023-07-04,11:03,30.0,晴れ,800
8016,2023-07-04,20:58,30.0,晴れ,1450
8017,2023-07-04,13:36,30.0,晴れ,1800
8018,2023-07-04,19:58,30.0,晴れ,1350
8019,2023-07-04,12:12,30.0,晴れ,1500
8020,2023-07-04,13:31,30.0,晴れ,1000
8021,2023-07-04,11:48,30.0,晴れ,1050
8022,2023-07-04,13:43,30.0,晴れ,1150
8023,2023-07-04,12:18,30.0,晴れ,1150
8024,2023-07-05,12:01,34.7,雨,1000
8025,2023-07-05,13:23,34.7,雨,1200
8026,2023-07-05,19:09,34.7,雨,1500
8027,2023-07-05,21:01,34.7,雨,1200
8028,2023-07-05,21:34,34.7,雨,1150
8029,2023-07-05,20:40,34.7,雨,1250
8030,2023-07-05,13:03,34.7,雨,950
8031,2023-07-05,13:59,34.7,雨,800
8032,2023-07-05,21:02,34.7,雨,1400
8033,2023-07-05,12:15,34.7,雨,1250
8034,2023-07-05,12:04,34.7,雨,1200
8035,2023-07-05,18:52,34.7,雨,2150
8036,2023-07-05,17:31,34.7,雨,900
8037,2023-07-05,21:36,34.7,雨,1700
8038,2023-07-05,19:57,34.7,雨,1150
8039,2023-07-05,11:45,34.7,雨,1250
8040,2023-07-05,13:47,34.7,雨,1050
8041,2023-07-05,13:24,34.7,雨,1300
8042,2023-07-05,12:13,34.7,雨,1950
8043,2023-07-05,12:51,34.7,雨,1950
8044,2023-07-05,17:58,34.7,雨,1000
8045,2023-07-05,17:48,34.7,雨,1200
8046,2023-07-05,21:06,34.7,雨,1550
8047,2023-07-05,18:28,34.7,雨,1750
8048,2023-07-05,12:45,34.7,雨,1850
8049,2023-07-05,12:27,34.7,雨,1250
8050,2023-07-05,12:24,34.7,雨,1600
8051,2023-07-05,20:06,34.7,雨,1600
8052,2023-07-05,19:39,34.7,雨,1250
8053,2023-07-05,19:27,34.7,雨,1350
8054,2023-07-05,19:57,34.7,雨,800
8055,2023-07-05,19:23,34.7,雨,900
8056,2023-07-05,11:48,34.7,雨,1700
8057,2023-07-05,12:27,34.7,雨,1150
8058,2023-07-05,11:29,34.7,雨,1650
8059,2023-07-05,13:59,34.7,雨,1400
8060,2023-07-05,13:32,34.7,雨,1200
8061,2023-07-05,11:45,34.7,雨,2050
8062,2023-07-05,12:16,34.7,雨,1450
8063,2023-07-05,13:20,34.7,雨,1400
8064,2023-07-06,11:18,27.9,晴れ,1650
8065,2023-07-06,13:32,27.9,晴れ,1000
8066,2023-07-06,11:59,27.9,晴れ,1750
8067,2023-07-06,11:15,27.9,晴れ,1300
8068,2023-07-06,17:33,27.9,晴れ,1700
8069,2023-07-06,11:40,27.9,晴れ,950
8070,2023-07-06,11:30,27.9,晴れ,900
8071,2023-07-06,11:38,27.9,晴れ,1150
8072,2023-07-06,11:52,27.9,晴れ,1250
8073,2023-07-06,13:31,27.9,晴れ,1650
8074,2023-07-06,20:36,27.9,晴れ,2000
8075,2023-07-06,12:22,27.9,晴れ,850
8076,2023-07-06,19:24,27.9,晴れ,1100
8077,2023-07-06,13:27,27.9,晴れ,900
8078,2023-07-06,12:55,27.9,晴れ,1200
8079,2023-07-06,21:02,27.9,晴れ,1350
8080,2023-07-06,18:05,27.9,晴れ,850
8081,2023-07-06,11:45,27.9,晴れ,1400
8082,2023-07-06,13:58,27.9,晴れ,1050
8083,2023-07-06,21:38,27.9,晴れ,1100
8084,2023-07-06,20:55,27.9,晴れ,1000
8085,2023-07-06,17:27,27.9,晴れ,1550
8086,2023-07-06,12:38,27.9,晴れ,1750
8087,2023-07-06,12:39,27.9,晴れ,1550
8088,2023-07-06,12:52,27.9,晴れ,1450
8089,2023-07-06,12:49,27.9,晴れ,1650
8090,2023-07-06,17:13,27.9,晴れ,1600
8091,2023-07-06,20:42,27.9,晴れ,900
8092,2023-07-06,13:22,27.9,晴れ,1450
8093,2023-07-06,13:59,27.9,晴れ,800
8094,2023-07-06,11:24,27.9,晴れ,1550
8095,2023-07-06,12:40,27.9,晴れ,1750
8096,2023-07-06,12:39,27.9,晴れ,1350
8097,2023-07-06,21:37,27.9,晴れ,1400
8098,2023-07-06,17:28,27.9,晴れ,950
8099,2023-07-06,11:22,27.9,晴れ,1200
8100,2023-07-06,12:34,27.9,晴れ,900
8101,2023-07-06,17:59,27.9,晴れ,1600
8102,2023-07-06,12:50,27.9,晴れ,1300
8103,2023-07-06,20:34,27.9,晴れ,1450
8104,2023-07-06,12:47,27.9,晴れ,1000
8105,2023-07-06,18:04,27.9,晴れ,1150
8106,2023-07-06,13:36,27.9,晴れ,1700
8107,2023-07-06,12:48,27.9,晴れ,750
8108,2023-07-06,17:40,27.9,晴れ,1300
8109,2023-07-07,13:19,32.8,曇り,1150
8110,2023-07-07,11:12,32.8,曇り,950
8111,2023-07-07,18:45,32.8,曇り,950
8112,2023-07-07,11:18,32.8,曇り,1450
8113,2023-07-07,20:56,32.8,曇り,1550
8114,2023-07-07,12:36,32.8,曇り,1750
8115,2023-07-07,21:05,32.8,曇り,850
8116,2023-07-07,11:12,32.8,曇り,900
8117,2023-07-07,13:35,32.8,曇り,1500
8118,2023-07-07,19:45,32.8,曇り,1850
8119,2023-07-07,12:25,32.8,曇り,1250
8120,2023-07-07,18:17,32.8,曇り,1600
8121,2023-07-07,11:28,32.8,曇り,1250
8122,2023-07-07,19:55,32.8,曇り,800
8123,2023-07-07,18:00,32.8,曇り,1050
8124,2023-07-07,12:28,32.8,曇り,1250
8125,2023-07-07,19:21,32.8,曇り,1250
8126,2023-07-07,11:27,32.8,曇り,900
8127,2023-07-07,18:56,32.8,曇り,1600
8128,2023-07-07,19:05,32.8,曇り,1300
8129,2023-07-07,12:17,32.8,曇り,1350
8130,2023-07-07,21:17,32.8,曇り,1550
8131,2023-07-07,21:02,32.8,曇り,1100
8132,2023-07-07,17:14,32.8,曇り,1550
8133,2023-07-07,12:58,32.8,曇り,1000
8134,2023-07-07,12:56,32.8,曇り,1250
8135,2023-07-07,13:34,32.8,曇り,1350
8136,2023-07-07,19:09,32.8,曇り,1650
8137,2023-07-07,12:59,32.8,曇り,950
8138,2023-07-07,19:05,32.8,曇り,900
8139,2023-07-07,20:54,32.8,曇り,1300
8140,2023-07-07,13:16,32.8,曇り,850
8141,2023-07-07,20:36,32.8,曇り,1850
8142,2023-07-07,11:43,32.8,曇り,800
8143,2023-07-07,13:22,32.8,曇り,1100
8144,2023-07-07,19:29,32.8,曇り,1350
8145,2023-07-07,18:46,32.8,曇り,950
8146,2023-07-07,21:39,32.8,曇り,1700
8147,2023-07-07,11:17,32.8,曇り,800
8148,2023-07-07,20:09,32.8,曇り,1000
8149,2023-07-07,18:28,32.8,曇り,1200
8150,2023-07-07,13:28,32.8,曇り,1400
8151,2023-07-07,12:56,32.8,曇り,1150
8152,2023-07-07,12:42,32.8,曇り,1900
8153,2023-07-07,21:13,32.8,曇り,900
8154,2023-07-08,12:59,27.2,晴れ,1150
8155,2023-07-08,12:46,27.2,晴れ,750
8156,2023-07-08,11:28,27.2,晴れ,900
8157,2023-07-08,18:00,27.2,晴れ,1100
8158,2023-07-08,11:37,27.2,晴れ,950
8159,2023-07-08,20:30,27.2,晴れ,1500
8160,2023-07-08,11:17,27.2,晴れ,1250
8161,2023-07-08,11:06,27.2,晴れ,950
8162,2023-07-08,11:02,27.2,晴れ,1600
8163,2023-07-08,21:13,27.2,晴れ,900
8164,2023-07-08,12:12,27.2,晴れ,1050
8165,2023-07-08,17:59,27.2,晴れ,1350
8166,2023-07-08,18:59,27.2,晴れ,950
8167,2023-07-08,21:23,27.2,晴れ,1400
8168,2023-07-08,20:41,27.2,晴れ,1800
8169,2023-07-08,12:10,27.2,晴れ,1600
8170,2023-07-08,20:18,27.2,晴れ,1250
8171,2023-07-08,20:27,27.2,晴れ,1400
8172,2023-07-08,17:10,27.2,晴れ,850
8173,2023-07-08,13:26,27.2,晴れ,1250
8174,2023-07-08,13:58,27.2,晴れ,1750
8175,2023-07-08,18:03,27.2,晴れ,1700
8176,2023-07-08,12:13,27.2,晴れ,1000
8177,2023-07-08,12:51,27.2,晴れ,900
8178,2023-07-08,17:45,27.2,晴れ,1200
8179,2023-07-08,18:51,27.2,晴れ,1200
8180,2023-07-08,11:19,27.2,晴れ,1600
8181,2023-07-08,20:04,27.2,晴れ,750
8182,2023-07-08,13:09,27.2,晴れ,1700
8183,2023-07-08,18:27,27.2,晴れ,800
8184,2023-07-08,11:12,27.2,晴れ,850
8185,2023-07-08,13:14,27.2,晴れ,1700
8186,2023-07-08,18:53,27.2,晴れ,1400
8187,2023-07-08,12:03,27.2,晴れ,1050
8188,2023-07-08,11:16,27.2,晴れ,1600
8189,2023-07-08,18:38,27.2,晴れ,1700
8190,2023-07-08,11:22,27.2,晴れ,1150
8191,2023-07-08,19:57,27.2,晴れ,1550
8192,2023-07-08,19:36,27.2,晴れ,1150
8193,2023-07-08,19:58,27.2,晴れ,1300
8194,2023-07-08,19:47,27.2,晴れ,1250
8195,2023-07-08,18:07,27.2,晴れ,1500
8196,2023-07-08,17:53,27.2,晴れ,1300
8197,2023-07-08,12:04,27.2,晴れ,1850
8198,2023-07-08,12:13,27.2,晴れ,1300
8199,2023-07-08,12:05,27.2,晴れ,900
8200,2023-07-08,13:59,27.2,晴れ,1550
8201,2023-07-08,17:08,27.2,晴れ,1450
8202,2023-07-08,13:35,27.2,晴れ,1550
8203,2023-07-08,13:53,27.2,晴れ,1300
8204,2023-07-08,21:49,27.2,晴れ,1350
8205,2023-07-08,11:24,27.2,晴れ,1350
8206,2023-07-08,13:02,27.2,晴れ,2200
8207,2023-07-08,13:45,27.2,晴れ,1500
8208,2023-07-08,12:53,27.2,晴れ,1500
8209,2023-07-08,12:11,27.2,晴れ,1800
8210,2023-07-08,12:22,27.2,晴れ,1150
8211,2023-07-08,11:42,27.2,晴れ,1100
8212,2023-07-08,13:57,27.2,晴れ,1500
8213,2023-07-08,13:07,27.2,晴れ,1000
8214,2023-07-08,11:37,27.2,晴れ,1250
8215,2023-07-08,20:46,27.2,晴れ,1150
8216,2023-07-08,12:23,27.2,晴れ,1100
8217,2023-07-08,11:58,27.2,晴れ,1800
8218,2023-07-08,12:58,27.2,晴れ,1550
8219,2023-07-08,12:24,27.2,晴れ,1400
8220,2023-07-08,12:35,27.2,晴れ,1100
8221,2023-07-08,20:39,27.2,晴れ,1600
8222,2023-07-08,20:55,27.2,晴れ,1000
8223,2023-07-08,11:24,27.2,晴れ,1800
8224,2023-07-08,18:44,27.2,晴れ,1150
8225,2023-07-08,11:42,27.2,晴れ,1650
8226,2023-07-08,18:57,27.2,晴れ,1400
8227,2023-07-08,13:49,27.2,晴れ,1150
8228,2023-07-09,12:23,29.1,晴れ,1300
8229,2023-07-09,19:19,29.1,晴れ,1550
8230,2023-07-09,13:59,29.1,晴れ,1150
8231,2023-07-09,18:14,29.1,晴れ,1050
8232,2023-07-09,18:37,29.1,晴れ,1000
8233,2023-07-09,12:44,29.1,晴れ,1850
8234,2023-07-09,21:18,29.1,晴れ,800
8235,2023-07-09,12:50,29.1,晴れ,850
8236,2023-07-09,18:42,29.1,晴れ,900
8237,2023-07-09,20:23,29.1,晴れ,1000
8238,2023-07-09,17:52,29.1,晴れ,1100
8239,2023-07-09,11:29,29.1,晴れ,1050
8240,2023-07-09,17:39,29.1,晴れ,1550
8241,2023-07-09,13:06,29.1,晴れ,800
8242,2023-07-09,11:51,29.1,晴れ,1800
8243,2023-07-09,13:50,29.1,晴れ,1300
8244,2023-07-09,13:33,29.1,晴れ,950
